gmina_code,gmina_name,powiat_code,gmina_type,population,lat,lon
0601009,lubelskie powiat 01 gmina 09,0601,miejsko-wiejska,26032,50.98036,23.33624
0602001,lubelskie powiat 02 gmina 01,0602,miejsko-wiejska,12821,51.41678,22.69376
0602002,lubelskie powiat 02 gmina 02,0602,wiejska,17848,51.21937,22.83254
0602003,lubelskie powiat 02 gmina 03,0602,miejsko-wiejska,23053,51.40811,22.79048
0602004,lubelskie powiat 02 gmina 04,0602,wiejska,16245,51.30912,23.00516
0602005,lubelskie powiat 02 gmina 05,0602,miejska,30528,51.31345,23.02972
0602006,lubelskie powiat 02 gmina 06,0602,miejsko-wiejska,15768,51.54248,22.73352
0602007,lubelskie powiat 02 gmina 07,0602,wiejska,8850,51.27394,22.95334
0602008,lubelskie powiat 02 gmina 08,0602,miejska,11314,51.46776,22.6856
0602009,lubelskie powiat 02 gmina 09,0602,miejska,27787,51.50725,22.87112
0603001,lubelskie powiat 03 gmina 01,0603,wiejska,5962,51.29115,22.43048
0603002,lubelskie powiat 03 gmina 02,0603,miejsko-wiejska,13781,51.21919,22.6642
0603003,lubelskie powiat 03 gmina 03,0603,wiejska,16891,51.44588,22.48773
0603004,lubelskie powiat 03 gmina 04,0603,miejsko-wiejska,27826,51.22762,22.53483
0603005,lubelskie powiat 03 gmina 05,0603,wiejska,18252,51.25342,22.54154
0603006,lubelskie powiat 03 gmina 06,0603,wiejska,19466,51.38757,22.43852
0603007,lubelskie powiat 03 gmina 07,0603,wiejska,20122,51.53452,22.64305
0603008,lubelskie powiat 03 gmina 08,0603,miejsko-wiejska,17235,51.49822,22.76142
0603009,lubelskie powiat 03 gmina 09,0603,miejsko-wiejska,7157,51.38486,22.62495
0604001,lubelskie powiat 04 gmina 01,0604,miejska,3260,50.5833,22.64556
0604002,lubelskie powiat 04 gmina 02,0604,miejska,5404,50.75639,22.81723
0604003,lubelskie powiat 04 gmina 03,0604,miejsko-wiejska,10144,50.79852,22.70762
0604004,lubelskie powiat 04 gmina 04,0604,wiejska,3922,50.40631,22.76369
0604005,lubelskie powiat 04 gmina 05,0604,miejska,5554,50.72142,22.87826
0604006,lubelskie powiat 04 gmina 06,0604,wiejska,3901,50.73471,22.82552
0604007,lubelskie powiat 04 gmina 07,0604,miejska,900,50.73151,22.84657
0604008,lubelskie powiat 04 gmina 08,0604,miejska,1652,50.66921,22.87682
0604009,lubelskie powiat 04 gmina 09,0604,wiejska,2569,50.6705,22.8916
0605001,lubelskie powiat 05 gmina 01,0605,wiejska,10550,52.15239,22.10649
0605002,lubelskie powiat 05 gmina 02,0605,miejska,12898,51.85365,21.93436
0605003,lubelskie powiat 05 gmina 03,0605,miejsko-wiejska,17377,51.94931,21.71887
0605004,lubelskie powiat 05 gmina 04,0605,wiejska,24466,51.80631,21.77599
0605005,lubelskie powiat 05 gmina 05,0605,wiejska,5561,51.86005,21.72821
0605006,lubelskie powiat 05 gmina 06,0605,miejsko-wiejska,24079,52.12125,22.05929
0605007,lubelskie powiat 05 gmina 07,0605,wiejska,900,51.88205,22.13302
0605008,lubelskie powiat 05 gmina 08,0605,miejska,21983,51.76212,21.85135
0605009,lubelskie powiat 05 gmina 09,0605,wiejska,27017,52.06608,22.14126
0606001,lubelskie powiat 06 gmina 01,0606,wiejska,24458,51.2457,23.03747
0606002,lubelskie powiat 06 gmina 02,0606,miejska,7070,51.26727,22.87036
0606003,lubelskie powiat 06 gmina 03,0606,miejska,10308,51.30405,22.91416
0606004,lubelskie powiat 06 gmina 04,0606,miejsko-wiejska,900,51.58648,22.78352
0606005,lubelskie powiat 06 gmina 05,0606,wiejska,29769,51.59373,22.62547
0606006,lubelskie powiat 06 gmina 06,0606,miejsko-wiejska,3468,51.26624,22.86006
0606007,lubelskie powiat 06 gmina 07,0606,wiejska,17170,51.23093,22.93917
0606008,lubelskie powiat 06 gmina 08,0606,wiejska,12208,51.55859,22.65026
0606009,lubelskie powiat 06 gmina 09,0606,wiejska,12169,51.45026,23.00135
0607001,lubelskie powiat 07 gmina 01,0607,miejska,21169,50.67565,22.60311
0607002,lubelskie powiat 07 gmina 02,0607,wiejska,32186,50.64638,22.65999
0607003,lubelskie powiat 07 gmina 03,0607,wiejska,11263,50.86278,22.65681
0607004,lubelskie powiat 07 gmina 04,0607,miejsko-wiejska,7081,50.69045,22.70116
0607005,lubelskie powiat 07 gmina 05,0607,miejsko-wiejska,4077,50.71739,22.52261
0607006,lubelskie powiat 07 gmina 06,0607,miejsko-wiejska,19379,50.77558,22.63042
0607007,lubelskie powiat 07 gmina 07,0607,wiejska,17055,50.81102,22.81225
0607008,lubelskie powiat 07 gmina 08,0607,wiejska,7259,51.04099,22.53115
0607009,lubelskie powiat 07 gmina 09,0607,miejska,8252,50.65946,22.90485
0608001,lubelskie powiat 08 gmina 01,0608,miejska,3470,51.29683,22.54304
0608002,lubelskie powiat 08 gmina 02,0608,wiejska,4286,51.21211,22.79161
0608003,lubelskie powiat 08 gmina 03,0608,wiejska,5415,51.02206,22.59778
0608004,lubelskie powiat 08 gmina 04,0608,wiejska,3875,51.27488,22.54149
0608005,lubelskie powiat 08 gmina 05,0608,wiejska,2153,51.09349,22.60351
0608006,lubelskie powiat 08 gmina 06,0608,wiejska,2422,50.91666,22.54908
0608007,lubelskie powiat 08 gmina 07,0608,wiejska,1444,50.94139,22.84517
0608008,lubelskie powiat 08 gmina 08,0608,wiejska,4418,51.1962,22.51401
0608009,lubelskie powiat 08 gmina 09,0608,wiejska,1792,50.98669,22.86353
0609001,lubelskie powiat 09 gmina 01,0609,wiejska,12724,51.55542,22.05598
0609002,lubelskie powiat 09 gmina 02,0609,wiejska,16117,51.37791,22.28741
0609003,lubelskie powiat 09 gmina 03,0609,wiejska,14074,51.58903,22.38354
0609004,lubelskie powiat 09 gmina 04,0609,miejsko-wiejska,4085,51.59437,22.32638
0609005,lubelskie powiat 09 gmina 05,0609,miejsko-wiejska,14944,51.73222,22.16535
0609006,lubelskie powiat 09 gmina 06,0609,miejsko-wiejska,9350,51.56035,21.99117
0609007,lubelskie powiat 09 gmina 07,0609,wiejska,3625,51.74699,22.30863
0609008,lubelskie powiat 09 gmina 08,0609,wiejska,19694,51.62371,22.00935
0609009,lubelskie powiat 09 gmina 09,0609,miejska,27478,51.77854,22.31215
0610001,lubelskie powiat 10 gmina 01,0610,wiejska,17373,51.47032,22.48324
0610002,lubelskie powiat 10 gmina 02,0610,miejsko-wiejska,9415,51.65105,22.16187
0610003,lubelskie powiat 10 gmina 03,0610,wiejska,5594,51.68628,22.07789
0610004,lubelskie powiat 10 gmina 04,0610,miejsko-wiejska,12524,51.40557,22.24999
0610005,lubelskie powiat 10 gmina 05,0610,wiejska,4506,51.63012,22.32255
0610006,lubelskie powiat 10 gmina 06,0610,wiejska,12338,51.34925,22.30709
0610007,lubelskie powiat 10 gmina 07,0610,wiejska,13232,51.69749,22.45537
0610008,lubelskie powiat 10 gmina 08,0610,wiejska,12260,51.51972,22.1997
0610009,lubelskie powiat 10 gmina 09,0610,wiejska,13897,51.45258,22.26206
0611001,lubelskie powiat 11 gmina 01,0611,wiejska,21276,51.02723,23.36389
0611002,lubelskie powiat 11 gmina 02,0611,wiejska,20625,50.98099,23.48749
0611003,lubelskie powiat 11 gmina 03,0611,miejska,37643,51.3691,23.49077
0611004,lubelskie powiat 11 gmina 04,0611,wiejska,1933,51.32358,23.22942
0611005,lubelskie powiat 11 gmina 05,0611,miejska,20091,51.00715,23.4784
0611006,lubelskie powiat 11 gmina 06,0611,miejsko-wiejska,17767,51.39259,23.29105
0611007,lubelskie powiat 11 gmina 07,0611,wiejska,30715,51.24797,23.17877
0611008,lubelskie powiat 11 gmina 08,0611,wiejska,33121,51.32648,23.4221
0611009,lubelskie powiat 11 gmina 09,0611,wiejska,3802,51.19065,23.16603
0612001,lubelskie powiat 12 gmina 01,0612,miejsko-wiejska,12712,50.60938,21.97782
0612002,lubelskie powiat 12 gmina 02,0612,miejsko-wiejska,10408,50.47121,22.28462
0612003,lubelskie powiat 12 gmina 03,0612,miejsko-wiejska,10015,50.49617,22.11897
0612004,lubelskie powiat 12 gmina 04,0612,wiejska,6364,50.74873,22.14039
0612005,lubelskie powiat 12 gmina 05,0612,wiejska,8036,50.44089,21.93158
0612006,lubelskie powiat 12 gmina 06,0612,wiejska,9186,50.7694,22.17636
0612007,lubelskie powiat 12 gmina 07,0612,wiejska,9463,50.45834,22.31171
0612008,lubelskie powiat 12 gmina 08,0612,wiejska,6421,50.55648,21.98981
0612009,lubelskie powiat 12 gmina 09,0612,wiejska,9192,50.81095,22.29526
0613001,lubelskie powiat 13 gmina 01,0613,miejsko-wiejska,13239,51.77559,22.16151
0613002,lubelskie powiat 13 gmina 02,0613,miejsko-wiejska,11873,51.93314,22.15661
0613003,lubelskie powiat 13 gmina 03,0613,miejsko-wiejska,8326,51.59913,22.26374
0613004,lubelskie powiat 13 gmina 04,0613,wiejska,11243,51.72981,22.57818
0613005,lubelskie powiat 13 gmina 05,0613,wiejska,28544,51.74884,22.26357
0613006,lubelskie powiat 13 gmina 06,0613,wiejska,35282,51.89338,22.51539
0613007,lubelskie powiat 13 gmina 07,0613,wiejska,32107,51.88685,22.52373
0613008,lubelskie powiat 13 gmina 08,0613,wiejska,26364,51.88024,22.42067
0613009,lubelskie powiat 13 gmina 09,0613,miejsko-wiejska,25645,52.03029,22.43455
0614001,lubelskie powiat 14 gmina 01,0614,miejsko-wiejska,2827,51.64202,22.96659
0614002,lubelskie powiat 14 gmina 02,0614,miejsko-wiejska,4139,51.86393,23.04957
0614003,lubelskie powiat 14 gmina 03,0614,wiejska,1907,51.88016,22.91772
0614004,lubelskie powiat 14 gmina 04,0614,wiejska,900,51.8155,23.0926
0614005,lubelskie powiat 14 gmina 05,0614,miejska,2520,51.71129,22.82455
0614006,lubelskie powiat 14 gmina 06,0614,wiejska,900,51.61068,22.97339
0614007,lubelskie powiat 14 gmina 07,0614,miejsko-wiejska,2114,51.76236,22.99906
0614008,lubelskie powiat 14 gmina 08,0614,miejsko-wiejska,1219,51.8991,23.02359
0614009,lubelskie powiat 14 gmina 09,0614,miejska,2961,51.60682,22.69666
0615001,lubelskie powiat 15 gmina 01,0615,wiejska,8563,50.62391,22.90461
0615002,lubelskie powiat 15 gmina 02,0615,wiejska,4083,50.43591,22.86335
0615003,lubelskie powiat 15 gmina 03,0615,wiejska,2082,50.63499,22.96984
0615004,lubelskie powiat 15 gmina 04,0615,wiejska,6304,50.41761,23.19859
0615005,lubelskie powiat 15 gmina 05,0615,miejsko-wiejska,1769,50.70372,22.85539
0615006,lubelskie powiat 15 gmina 06,0615,wiejska,3917,50.50844,23.20576
0615007,lubelskie powiat 15 gmina 07,0615,wiejska,4931,50.6641,22.8845
0615008,lubelskie powiat 15 gmina 08,0615,miejsko-wiejska,2118,50.46827,23.0746
0615009,lubelskie powiat 15 gmina 09,0615,wiejska,4717,50.60312,23.16679
0616001,lubelskie powiat 16 gmina 01,0616,wiejska,20438,51.54923,23.0846
0616002,lubelskie powiat 16 gmina 02,0616,miejsko-wiejska,14132,51.60651,23.08099
0616003,lubelskie powiat 16 gmina 03,0616,miejska,5272,51.48699,23.34277
0616004,lubelskie powiat 16 gmina 04,0616,wiejska,6349,51.44907,23.43154
0616005,lubelskie powiat 16 gmina 05,0616,wiejska,21083,51.28818,23.09454
0616006,lubelskie powiat 16 gmina 06,0616,wiejska,14573,51.6382,23.09065
0616007,lubelskie powiat 16 gmina 07,0616,wiejska,11553,51.54732,23.11628
0616008,lubelskie powiat 16 gmina 08,0616,miejska,17483,51.44034,23.26582
0616009,lubelskie powiat 16 gmina 09,0616,wiejska,12419,51.63407,23.13801
0617001,lubelskie powiat 17 gmina 01,0617,miejsko-wiejska,3132,51.25499,22.39763
0617002,lubelskie powiat 17 gmina 02,0617,wiejska,21677,51.25714,22.40353
0617003,lubelskie powiat 17 gmina 03,0617,wiejska,32670,51.51035,22.18441
0617004,lubelskie powiat 17 gmina 04,0617,wiejska,9882,51.42629,22.06465
0617005,lubelskie powiat 17 gmina 05,0617,miejska,11441,51.26764,22.29316
0617006,lubelskie powiat 17 gmina 06,0617,wiejska,39539,51.49202,22.11947
0617007,lubelskie powiat 17 gmina 07,0617,miejska,22129,51.39761,22.29449
0617008,lubelskie powiat 17 gmina 08,0617,wiejska,5186,51.40983,22.1903
0617009,lubelskie powiat 17 gmina 09,0617,wiejska,11384,51.17372,22.3128
0618001,lubelskie powiat 18 gmina 01,0618,wiejska,9204,51.48541,22.19493
0618002,lubelskie powiat 18 gmina 02,0618,miejska,18293,51.41327,22.26929
0618003,lubelskie powiat 18 gmina 03,0618,miejska,13338,51.66918,21.9556
0618004,lubelskie powiat 18 gmina 04,0618,wiejska,12679,51.44081,22.01952
0618005,lubelskie powiat 18 gmina 05,0618,wiejska,16993,51.44166,22.21331
0618006,lubelskie powiat 18 gmina 06,0618,wiejska,11934,51.44431,22.31437
0618007,lubelskie powiat 18 gmina 07,0618,miejsko-wiejska,14747,51.35412,22.19932
0618008,lubelskie powiat 18 gmina 08,0618,wiejska,2596,51.41854,21.94344
0618009,lubelskie powiat 18 gmina 09,0618,wiejska,12330,51.67129,21.94837
0619001,lubelskie powiat 19 gmina 01,0619,miejska,27178,51.76475,23.07184
0619002,lubelskie powiat 19 gmina 02,0619,wiejska,11541,51.71137,22.88492
0619003,lubelskie powiat 19 gmina 03,0619,wiejska,5180,51.95946,22.90936
0619004,lubelskie powiat 19 gmina 04,0619,wiejska,12554,51.65469,23.24244
0619005,lubelskie powiat 19 gmina 05,0619,miejsko-wiejska,14730,51.82709,23.14116
0619006,lubelskie powiat 19 gmina 06,0619,wiejska,900,51.6754,23.22614
0619007,lubelskie powiat 19 gmina 07,0619,miejsko-wiejska,18610,51.75411,23.03727
0619008,lubelskie powiat 19 gmina 08,0619,miejsko-wiejska,16727,51.98646,23.15305
0619009,lubelskie powiat 19 gmina 09,0619,miejska,15778,51.6603,23.28225
0620001,lubelskie powiat 20 gmina 01,0620,miejsko-wiejska,16800,51.09491,22.27335
0620002,lubelskie powiat 20 gmina 02,0620,miejska,13363,51.07895,22.1712
0620003,lubelskie powiat 20 gmina 03,0620,miejsko-wiejska,37909,51.21302,22.38238
0620004,lubelskie powiat 20 gmina 04,0620,miejska,39229,50.96155,22.19439
0620005,lubelskie powiat 20 gmina 05,0620,wiejska,11287,51.02697,22.15168
0620006,lubelskie powiat 20 gmina 06,0620,miejsko-wiejska,2080,51.16559,22.26203
0620007,lubelskie powiat 20 gmina 07,0620,wiejska,18415,51.20659,22.16227
0620008,lubelskie powiat 20 gmina 08,0620,wiejska,15038,51.20301,22.12279
0620009,lubelskie powiat 20 gmina 09,0620,miejsko-wiejska,900,51.20943,22.18277
0621001,lubelskie powiat 21 gmina 01,0621,miejska,4805,50.69344,22.99335
0621002,lubelskie powiat 21 gmina 02,0621,miejsko-wiejska,20329,51.04292,23.08507
0621003,lubelskie powiat 21 gmina 03,0621,miejska,16563,50.77542,23.13711
0621004,lubelskie powiat 21 gmina 04,0621,wiejska,13438,50.76742,22.99331
0621005,lubelskie powiat 21 gmina 05,0621,miejsko-wiejska,20822,51.02198,22.90741
0621006,lubelskie powiat 21 gmina 06,0621,wiejska,10705,50.86614,22.76248
0621007,lubelskie powiat 21 gmina 07,0621,miejska,9842,50.85086,22.95539
0621008,lubelskie powiat 21 gmina 08,0621,wiejska,9705,50.70942,22.9761
0621009,lubelskie powiat 21 gmina 09,0621,miejsko-wiejska,20959,50.76044,23.0057
0622001,lubelskie powiat 22 gmina 01,0622,wiejska,5816,51.0779,21.63678
0622002,lubelskie powiat 22 gmina 02,0622,wiejska,24911,51.19072,21.82108
0622003,lubelskie powiat 22 gmina 03,0622,wiejska,22506,51.23303,21.66307
0622004,lubelskie powiat 22 gmina 04,0622,wiejska,31363,51.28318,22.03725
0622005,lubelskie powiat 22 gmina 05,0622,miejska,23961,51.1477,21.92182
0622006,lubelskie powiat 22 gmina 06,0622,miejska,26234,51.23345,21.93039
0622007,lubelskie powiat 22 gmina 07,0622,miejsko-wiejska,10199,51.1868,21.69542
0622008,lubelskie powiat 22 gmina 08,0622,miejska,28836,51.26185,21.92829
0623001,lubelskie powiat 23 gmina 01,0623,miejsko-wiejska,2476,51.27726,23.25801
0623002,lubelskie powiat 23 gmina 02,0623,miejsko-wiejska,7794,51.29311,23.14001
0623003,lubelskie powiat 23 gmina 03,0623,wiejska,38276,51.15413,23.06977
0623004,lubelskie powiat 23 gmina 04,0623,wiejska,23447,51.46397,23.06278
0623005,lubelskie powiat 23 gmina 05,0623,wiejska,16005,51.5002,22.92826
0623006,lubelskie powiat 23 gmina 06,0623,miejsko-wiejska,11581,51.26535,23.11453
0623007,lubelskie powiat 23 gmina 07,0623,miejsko-wiejska,30828,51.3167,23.01954
0623008,lubelskie powiat 23 gmina 08,0623,miejsko-wiejska,8338,51.21527,23.27427
0624001,lubelskie powiat 24 gmina 01,0624,wiejska,6408,50.69789,21.84825
0624002,lubelskie powiat 24 gmina 02,0624,miejsko-wiejska,900,50.63016,22.09823
0624003,lubelskie powiat 24 gmina 03,0624,wiejska,11413,50.81186,22.2012
0624004,lubelskie powiat 24 gmina 04,0624,wiejska,16258,50.62649,21.9415
0624005,lubelskie powiat 24 gmina 05,0624,miejsko-wiejska,934,50.93043,22.07561
0624006,lubelskie powiat 24 gmina 06,0624,wiejska,8945,50.64049,21.84035
0624007,lubelskie powiat 24 gmina 07,0624,wiejska,1453,50.71,22.04065
0624008,lubelskie powiat 24 gmina 08,0624,miejsko-wiejska,13536,50.86885,21.91538
0801001,Krosno Odrzańskie,0801,miejska,26769,53.38884,15.83537
0801002,krośnieński gmina 02,0801,miejska,29506,53.14581,15.93727
0801003,krośnieński gmina 03,0801,miejsko-wiejska,14373,53.18396,15.71744
0801004,krośnieński gmina 04,0801,miejsko-wiejska,9540,53.38943,15.6214
0801005,krośnieński gmina 05,0801,wiejska,28579,53.10294,15.98913
0801006,krośnieński gmina 06,0801,miejsko-wiejska,4872,53.30481,15.71173
0801007,krośnieński gmina 07,0801,wiejska,26524,53.40933,15.73375
0802001,nowosolski gmina 01,0802,wiejska,8681,52.56204,14.84235
0802002,nowosolski gmina 02,0802,wiejska,3056,52.38402,14.41869
0802003,nowosolski gmina 03,0802,miejsko-wiejska,3525,52.52394,14.77818
0802004,nowosolski gmina 04,0802,wiejska,2811,52.45113,14.69795
0802005,nowosolski gmina 05,0802,wiejska,9013,52.48259,14.83728
0802006,nowosolski gmina 06,0802,wiejska,15465,52.21916,14.71336
0803001,lubuskie powiat 03 gmina 01,0803,wiejska,5097,52.86376,14.67917
0803002,lubuskie powiat 03 gmina 02,0803,wiejska,1744,52.75502,14.74758
0803003,lubuskie powiat 03 gmina 03,0803,wiejska,5664,52.7659,14.55826
0803004,lubuskie powiat 03 gmina 04,0803,wiejska,2023,52.72017,14.90088
0803005,lubuskie powiat 03 gmina 05,0803,miejsko-wiejska,1331,52.94977,14.64819
0803006,lubuskie powiat 03 gmina 06,0803,wiejska,5120,52.83765,14.58741
0804001,lubuskie powiat 04 gmina 01,0804,miejska,16808,53.24672,15.95941
0804002,lubuskie powiat 04 gmina 02,0804,wiejska,9626,53.16104,15.81699
0804003,lubuskie powiat 04 gmina 03,0804,miejsko-wiejska,17158,53.39488,15.95653
0804004,lubuskie powiat 04 gmina 04,0804,miejska,9021,53.42613,16.15481
0804005,lubuskie powiat 04 gmina 05,0804,wiejska,5832,53.46169,15.99314
0804006,lubuskie powiat 04 gmina 06,0804,wiejska,28897,53.48562,16.02343
0805001,lubuskie powiat 05 gmina 01,0805,wiejska,988,53.04144,14.99478
0805002,lubuskie powiat 05 gmina 02,0805,wiejska,4086,53.27264,15.11881
0805003,lubuskie powiat 05 gmina 03,0805,wiejska,1358,52.89094,15.15232
0805004,lubuskie powiat 05 gmina 04,0805,miejska,5750,53.09776,15.17429
0805005,lubuskie powiat 05 gmina 05,0805,wiejska,2720,52.87488,14.78589
0805006,lubuskie powiat 05 gmina 06,0805,wiejska,5336,53.21203,15.13766
0806001,lubuskie powiat 06 gmina 01,0806,miejsko-wiejska,16335,53.27936,15.98444
0806002,lubuskie powiat 06 gmina 02,0806,wiejska,15513,53.25464,15.96839
0806003,lubuskie powiat 06 gmina 03,0806,miejska,17377,53.1161,15.59341
0806004,lubuskie powiat 06 gmina 04,0806,wiejska,12058,53.3196,15.80046
0806005,lubuskie powiat 06 gmina 05,0806,wiejska,16410,53.14088,15.8322
0806006,lubuskie powiat 06 gmina 06,0806,wiejska,5552,52.97758,15.85115
0807001,lubuskie powiat 07 gmina 01,0807,wiejska,2843,52.26156,15.82472
0807002,lubuskie powiat 07 gmina 02,0807,miejska,8522,51.96088,15.97539
0807003,lubuskie powiat 07 gmina 03,0807,wiejska,3973,51.967,15.90377
0807004,lubuskie powiat 07 gmina 04,0807,wiejska,5289,52.10279,15.85777
0807005,lubuskie powiat 07 gmina 05,0807,wiejska,7148,52.10098,15.91794
0807006,lubuskie powiat 07 gmina 06,0807,wiejska,14473,52.3514,15.63044
0808001,lubuskie powiat 08 gmina 01,0808,miejsko-wiejska,3410,52.42135,15.64786
0808002,lubuskie powiat 08 gmina 02,0808,miejska,13050,52.344,15.72791
0808003,lubuskie powiat 08 gmina 03,0808,wiejska,7490,52.3368,15.90035
0808004,lubuskie powiat 08 gmina 04,0808,wiejska,2067,52.4297,15.88124
0808005,lubuskie powiat 08 gmina 05,0808,wiejska,10513,52.32597,15.5545
0808006,lubuskie powiat 08 gmina 06,0808,wiejska,9868,52.46774,15.56918
0809001,lubuskie powiat 09 gmina 01,0809,miejsko-wiejska,900,52.4828,14.70454
0809002,lubuskie powiat 09 gmina 02,0809,wiejska,13714,52.31115,14.53615
0809003,lubuskie powiat 09 gmina 03,0809,wiejska,12247,52.42745,14.50866
0809004,lubuskie powiat 09 gmina 04,0809,miejska,934,52.1646,14.58271
0809005,lubuskie powiat 09 gmina 05,0809,wiejska,1608,52.24802,14.49258
0809006,lubuskie powiat 09 gmina 06,0809,wiejska,7341,52.24269,14.55133
0810001,lubuskie powiat 10 gmina 01,0810,wiejska,18161,52.44765,15.55746
0810002,lubuskie powiat 10 gmina 02,0810,wiejska,15342,52.35666,15.88085
0810003,lubuskie powiat 10 gmina 03,0810,wiejska,9662,52.5817,15.9416
0810004,lubuskie powiat 10 gmina 04,0810,wiejska,17842,52.41704,15.68974
0810005,lubuskie powiat 10 gmina 05,0810,miejska,22484,52.62958,15.93316
0810006,lubuskie powiat 10 gmina 06,0810,miejsko-wiejska,15825,52.49618,15.67115
0811001,lubuskie powiat 11 gmina 01,0811,miejska,10717,52.37452,15.95368
0811002,lubuskie powiat 11 gmina 02,0811,wiejska,15634,52.62235,15.90878
0811003,lubuskie powiat 11 gmina 03,0811,wiejska,5711,52.60545,16.16996
0811004,lubuskie powiat 11 gmina 04,0811,wiejska,10957,52.70741,15.89148
0811005,lubuskie powiat 11 gmina 05,0811,wiejska,900,52.49436,15.93499
0811006,lubuskie powiat 11 gmina 06,0811,wiejska,15596,52.54091,15.95147
0812001,lubuskie powiat 12 gmina 01,0812,wiejska,1710,53.44584,14.50478
0812002,lubuskie powiat 12 gmina 02,0812,miejsko-wiejska,2202,53.372,14.51063
